PCA1_center,PCA2_center,Cluster
-1.3259614228083323,-0.3718516731418174,0
0.5586612616725527,0.7212517087015532,1
0.3025018185328675,-0.9108391685210916,2
-1.758534666693087,1.1186407283217994,3
2.185011662364368,0.4181165712471041,4
