smiles,ESPmin,ESPmax,dipole_moment,polarizability,idx,Cluster,PCA1,PCA2
N#CC1(C#N)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N,-95.80839,-6.12902,4.0232,168.020333,185,4,1.5879503866521862,0.7073506688132868
FCC1(CF)O[P-](F)(F)(F)(N(=O)=O)OC1(CF)CF,-136.3962,-6.71355,13.810077,136.444333,186,2,0.4118730409552264,-0.9434065593590142
O=[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-127.49048,-57.61755,4.673578,90.8609,187,3,-1.374249415542378,0.5889916818183935
FC(F)C1(C(F)F)O[P-](=O)(=O)OC1(C(F)F)C(F)F,-145.67938,-4.99408,16.010478,115.841667,188,2,0.05937586989083034,-1.3225352276255615
CC1(C)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C)C,-121.30636,-27.74248,8.018922,155.875,189,1,0.3030017335223494,0.07838900675531182
FCC1(CF)O[P-](F)(F)(CF)(CF)OC1(CF)CF,-133.94887,-23.21224,8.694008,152.862,190,2,0.145792774542284,-0.5491361054280516
N#CC1(C#N)O[P-](CF)(CF)(CF)(CF)OC1(C#N)C#N,-100.61419,-12.57121,9.99296,205.242,191,4,1.6837131361391873,0.5308248779183028
FCC1(CF)O[P-](C#N)(C#N)(C#N)(C#N)OC1(CF)CF,-108.89071,-0.56214,15.30018,191.568,192,4,1.7262870615111858,-0.031122067823627895
O=P([O-])(OCC(F)(F)C(F)F)OCC(F)(F)C(F)F,-134.25174,-14.94464,9.401093,90.375667,193,0,-0.261769246941993,-0.561707317254985
FCC1(CF)O[P-](F)(F)(F)(O(CF))OC1(CF)CF,-141.03286,-18.5939,10.838416,135.251,194,2,-0.04535696137422214,-0.9000977358390077
C(F)O[P-](O(CF))(O(CF))(O(CF))(O(CF))O(CF),-134.7482,-39.90815,3.925833,142.549667,195,2,-0.4685332466937616,-0.2190826232111808
N#CC1(C#N)O[P-](F)(F)(O(CF))(O(CF))OC1(C#N)C#N,-110.69145,-19.22549,6.960301,163.779,196,1,0.8531615261338317,0.3423050500088429
CC1(C)O[P-]2(F)(N(=O)=O)(OC1(C)C)OC(C)(C)C(C)(C)O2,-154.28559,-28.72166,11.600185,250.444667,197,2,0.5730519862930066,-1.5745827163492567
CC1(C)O[P-]2(CF)(CF)(OC1(C)C)OC(C)(C)C(C)(C)O2,-159.75749,-30.99997,8.960142,272.422,198,2,0.6204327833242688,-1.8229822581757142
N#CC1(C#N)O[P-](F)(F)(C(F)F)(C(F)F)OC1(C#N)C#N,-99.84245,-30.99184,4.905099,151.385667,199,1,0.6015688295814994,1.0798662582397647
FCC1(CF)O[P-](F)(O(C))(O(C))(O(C))OC1(CF)CF,-148.68139,-11.48619,7.205789,181.431333,200,2,0.48339477790000857,-1.4963500518873656
CC1(C)O[P-]2(F)(O(CF))(OC1(C)C)OC(C)(C)C(C)(C)O2,-155.67027,-33.79854,7.742842,250.844,201,2,0.39929179251181157,-1.5328238738049083
O=P([O-])(OC(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)F,-127.40736,-39.28921,7.4077,89.999,202,0,-0.8418624700778508,0.22508634213961717
N#CC1(C#N)O[P-](F)(F)(F)(O(C(F)(F)F))OC1(C#N)C#N,-95.16605,-17.66481,1.407631,141.462,203,1,0.9874978282558589,1.0388394446358626
CC1(C)O[P-]2(F)(C(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-144.75759,-34.44192,7.195099,247.978667,204,2,0.5747694614311699,-1.0424431614568466
FC(F)[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)C(F)F,-118.06688,-30.68033,4.297031,124.303,205,1,-0.04275822102796817,0.36162031283983326
FCC1(CF)O[P-](F)(CF)(CF)(CF)OC1(CF)CF,-157.20585,-29.63348,7.388626,172.31,206,2,-0.3199285763194862,-1.4727254283030389
FCC1(CF)O[P-](O(C))(O(C))(O(C))(O(C))OC1(CF)CF,-161.75989,-30.35662,7.663356,204.251333,207,2,-0.10511628991927603,-1.73966614185147
FC(F)(F)[P-](F)(F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-107.07667,-69.64458,1.937818,86.8038,208,3,-1.3511845632176818,1.7212082015553811
FC(F)C1(C(F)F)O[P-](F)(F)(=O)OC1(C(F)F)C(F)F,-146.24138,-10.47409,14.029734,115.098,209,2,-0.12116022357907105,-1.2341713880537688
N#CC1(C#N)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N,-92.90687,7.57564,3.939836,197.224667,210,4,2.3522924617189203,0.4775631465138579
FCC1(CF)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(CF)CF,-109.50885,-28.98416,7.0414,158.781333,211,1,0.538579450638576,0.6034775495390159
CC1(C)O[P-]2(F)(O(C(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2,-148.43117,-32.86818,8.686837,248.868333,212,2,0.5548786200843098,-1.2347033397607574
FC(F)C1(C(F)F)O[P-](C)(C)(C)(C)OC1(C(F)F)C(F)F,-131.03191,-37.03568,4.042091,194.573,213,2,0.2290875643742351,-0.2563348206362323
CC1(C)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C)C,-112.86762,-32.80531,6.71219,193.867333,214,1,0.7191682336975981,0.44207352461136584
FCC1(CF)O[P-](CF)(CF)(CF)(CF)OC1(CF)CF,-130.82215,-24.15351,5.271656,202.230333,215,2,0.6916442262141098,-0.5277131534968278
CC1(C)O[P-]2(F)(C(F)(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-142.91641,-34.53512,7.997663,245.829,216,2,0.5876355744105741,-0.9555557844262037
CC1(C)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C,-141.87541,-1.02355,10.87648,155.392,217,2,0.6624252081547064,-1.3447782287797332
FCC1(CF)O[P-](F)(F)(O(CF))(O(CF))OC1(CF)CF,-125.92077,-23.53615,8.635404,160.447,218,2,0.3792965884165165,-0.21734081543833142
FC(F)C1(C(F)F)O[P-](F)(C)(C)(C)OC1(C(F)F)C(F)F,-143.2237,-21.88921,6.546831,175.669333,219,2,0.2297033655472077,-1.0361125152141573
N#CC1(C#N)O[P-](F)(O(CF))(O(CF))(O(CF))OC1(C#N)C#N,-110.74669,-18.60602,8.883519,184.542,220,1,1.0844985438325336,0.27184774951250856
FC(F)C1(C(F)F)O[P-](F)(F)(C)(C)OC1(C(F)F)C(F)F,-135.90218,-16.27456,7.375359,152.654333,221,2,0.3077989634006579,-0.7726330488398272
CC1(C)O[P-]2(O(CF))(O(CF))(OC1(C)C)OC(C)(C)C(C)(C)O2,-155.74379,-31.85001,6.659453,272.458667,222,2,0.678167806240021,-1.6331628405300815
FC(F)C1(C(F)F)O[P-](F)(F)(F)(C)OC1(C(F)F)C(F)F,-140.24538,-11.76023,9.642283,130.420667,223,2,0.12214504931278387,-0.9911459834944208
N#CC1(C#N)O[P-](F)(F)(O(C(F)F))(O(C(F)F))OC1(C#N)C#N,-103.77562,-15.23598,5.242143,161.67,224,1,1.090796815583366,0.5651464962648223
N#CC1(C#N)O[P-](F)(C(F)F)(C(F)F)(C(F)F)OC1(C#N)C#N,-137.10836,-34.15005,7.673681,176.853667,225,2,0.006490004988117799,-0.5286785530076177
CC1(C)O[P-]2(C(F)F)(C(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-98.81565,-18.12054,5.633137,266.458,226,4,2.1888904892693737,0.556333391987363
FC(F)C1(C(F)F)O[P-](F)(F)(F)(F)OC1(C(F)F)C(F)F,-120.48943,-14.88299,8.060107,111.629667,227,1,0.24181767300137144,-0.027456479629458585
N#CC1(C#N)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N,-92.14832,-36.10357,3.188765,149.119,228,1,0.5856175214226558,1.5202567677457473
N#CC1(C#N)O[P-]2(=O)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-106.9557,-7.16001,2.248842,232.677,229,4,1.995931763927657,0.07524103998382813
CC1(C)O[P-](F)(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C)C,-129.24821,-28.00217,6.127052,181.813333,230,2,0.3999834277399581,-0.32765879924548474
CC1(C)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C)C,-117.78427,-27.62597,7.613605,172.426,231,1,0.5494970375072797,0.18333859821932336
FC(F)C1(C(F)F)O[P-](F)(F)(F)(C#N)OC1(C(F)F)C(F)F,-116.92597,-0.20794,12.974755,128.611667,232,1,0.9222028463992019,-0.21561129596054407
N#CC1(C#N)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N,-104.95548,-1.46284,5.558076,235.621,233,4,2.2350835904260276,0.03851296177489148
FCC1(CF)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(CF)CF,-133.85106,-24.11976,7.734624,202.240667,234,2,0.6305759729048523,-0.6587993342301566
FC(F)C1(C(F)F)O[P-](F)(F)(F)(O(C))OC1(C(F)F)C(F)F,-124.69013,-37.40838,5.756491,132.019,235,1,-0.2971556754957592,0.19161568866203238
FC(F)C1(C(F)F)O[P-](F)(F)(C#N)(C#N)OC1(C(F)F)C(F)F,-105.75115,-19.85257,14.329301,146.803667,236,1,0.7609478647380695,0.6130509800431708
FCC1(CF)O[P-](F)(O(CF))(O(CF))(O(CF))OC1(CF)CF,-147.81069,-18.07333,11.686153,176.121333,237,2,0.2525559916176642,-1.3117554200081614
O=[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))O(C(F)(F)F),-123.75363,-51.50019,4.884815,80.5647,238,3,-1.2236963796795788,0.6539812148098488
N#CC1(C#N)O[P-](O(CF))(O(CF))(O(CF))(O(CF))OC1(C#N)C#N,-114.11863,-26.4752,7.371179,205.818,239,1,1.0031532075368863,0.22851786290315085
FC(F)C1(C(F)F)O[P-](F)(C#N)(C#N)(C#N)OC1(C(F)F)C(F)F,-103.14286,7.07606,14.315584,166.241667,240,4,1.807806506906435,0.12998011210310698
N#CC1(C#N)O[P-]2(F)(F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-82.35349,-7.68938,0.791415,226.091,241,4,2.4173536812292227,1.1625389377522886
FC(F)C1(C(F)F)O[P-](F)(F)(O(C))(O(C))OC1(C(F)F)C(F)F,-131.05348,-40.80591,4.12481,153.241,242,2,-0.3088145770137555,-0.07055254619543135
FC(F)C1(C(F)F)O[P-](F)(F)(F)(N(=O)=O)OC1(C(F)F)C(F)F,-128.70046,-0.26104,12.334651,132.500667,243,2,0.7190948653699045,-0.7317762833527219
FC(F)(F)C1(C(F)(F)F)O[P-](=O)(=O)OC1(C(F)(F)F)C(F)(F)F,-130.62472,-41.45912,12.06951,115.13,244,0,-0.7124762073185635,0.0631028746629427
N#CC1(C#N)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C#N)C#N,-101.07542,1.02819,14.796698,186.916333,245,4,1.885518129566877,0.2856482101519788
FC(F)C1(C(F)F)O[P-](C#N)(C#N)(C#N)(C#N)OC1(C(F)F)C(F)F,-102.04777,0.63046,10.713955,196.282,246,4,1.95048730112427,0.2267472824444819
N#CC1(C#N)O[P-]2(F)(C#N)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-88.0788,5.06174,1.644557,245.199,247,4,2.8723836073213542,0.6076805142477995
O=P([O-])(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F,-140.1699,-19.46406,9.213892,117.526333,248,2,-0.23614592497613623,-0.7979481451498487
CC1(C)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2,-146.20047,-31.22992,8.227649,268.956333,249,2,0.8561624157995125,-1.2255118062532815
FC(F)C1(C(F)F)O[P-](F)(F)(F)(C(F)F)OC1(C(F)F)C(F)F,-128.99944,2.94907,11.087871,128.065667,250,2,0.7617011502973005,-0.7975402968346229
N#CC1(C#N)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N,-92.41539,-16.29465,2.523327,159.653,251,1,1.2719877580153078,1.080899636198219
CC1(C)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-127.28435,-33.46654,7.995519,262.081,252,2,1.1076315325060935,-0.34774837911129913
FCC1(CF)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(CF)CF,-143.58285,20.94937,17.18889,228.670333,253,2,2.0303387945064406,-2.0577582369188954
N#CC1(C#N)O[P-]2(F)(CF)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-94.1749,4.19371,4.137187,246.404667,254,4,2.7341469262308795,0.3595633933739042
N#CC1(C#N)O[P-]2(C#N)(C#N)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-85.06072,7.78064,2.039794,264.924,255,4,3.217896257203689,0.6299332000377812
N#CC1(C#N)O[P-](F)(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C#N)C#N,-95.61581,-14.25383,5.72376,180.886333,256,4,1.4854663925557559,0.8451239421224701
FC(F)C1(C(F)F)O[P-](F)(F)(F)(O(C(F)F))OC1(C(F)F)C(F)F,-118.50728,-30.10239,4.48728,129.856,257,1,0.022512953302569406,0.3161381012972453
CC1(C)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C)C,-148.55588,-3.78774,8.538491,198.917667,258,2,0.8930332602575288,-1.6930803317108964
FCC1(CF)O[P-](O(CF))(O(CF))(O(CF))(O(CF))OC1(CF)CF,-156.64806,-18.35971,7.03533,199.054333,259,2,0.29936214932833904,-1.7477667660445724
FC(F)C1(C(F)F)O[P-](O(C))(O(C))(O(C))(O(C))OC1(C(F)F)C(F)F,-125.56988,-28.28923,5.775089,201.385333,260,2,0.668975613824496,-0.21592858810000098
N#CC1(C#N)O[P-]2(F)(N(=O)=O)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-87.69224,6.75789,1.932746,248.797,261,4,2.9673756882999216,0.5804668224488738
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(=O)OC1(C(F)(F)F)C(F)(F)F,-132.53306,-41.79395,10.462851,113.963,262,0,-0.7735432918993391,-0.00916098281485512
N#CC1(C#N)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N,-90.22843,-6.18322,3.708548,173.435,263,4,1.756752501449903,0.9341354677414566
N#CC1(C#N)O[P-]2(CF)(CF)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-91.74449,-11.0025,7.255376,267.234667,264,4,2.5515902651350606,0.7150153296084832
N#CC1(C#N)O[P-]2(F)(O(CF))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-88.04605,-10.51243,3.591545,247.329,265,4,2.4365401574690524,0.9176109767576819
FC(F)C1(C(F)F)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F,-121.83676,6.01353,15.741057,154.953,266,4,1.2763563156607043,-0.6230309036592964
CC1(C)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C,-119.28598,-21.59801,8.592117,178.706,267,1,0.760930968023572,-0.019732149346782045
N#CC1(C#N)O[P-]2(F)(C(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-91.46346,0.16894,3.763328,244.912667,268,4,2.6559182149922993,0.5614729449654025
CC1(C)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C)C,-108.51442,-26.78144,7.788393,189.784,269,1,0.9437243685676749,0.5188482772085462
FC(F)(F)C1(C(F)(F)F)O[P-](F)(C)(C)(C)OC1(C(F)(F)F)C(F)(F)F,-124.66377,-43.72574,2.566654,172.594,270,1,-0.06393788634001411,0.21159206852166998
FC(F)C1(C(F)F)O[P-](F)(F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F,-116.27906,-22.45088,2.596478,144.224667,271,1,0.44175943270767093,0.2192105331273236
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C)(C)OC1(C(F)(F)F)C(F)(F)F,-117.39537,-48.05072,1.930218,149.802,272,1,-0.2772476954539004,0.6727288699788633
CC1(C)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2,-131.21721,-28.03822,9.879952,266.875,273,2,1.2361803968794958,-0.6393903039810239
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C)OC1(C(F)(F)F)C(F)(F)F,-121.405,-51.09275,5.623406,128.855,274,3,-0.6652333445572097,0.6175861659221222
N#CC1(C#N)O[P-]2(F)(O(C(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-84.24574,-9.65272,3.524965,246.121,275,4,2.527386681006586,1.0670813277028715
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(F)OC1(C(F)(F)F)C(F)(F)F,-109.79911,-47.12516,8.031301,110.367,276,1,-0.5009793899871875,1.0865961331334693
N#CC1(C#N)O[P-]2(F)(C(F)(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-90.29245,7.17694,2.777088,243.235,277,4,2.8689537684644733,0.4749767724584801
FC(F)(F)[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-110.78275,-52.90122,5.794473,112.796,278,3,-0.6661493764767906,1.1542907872717239
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-89.34474,-68.71913,0.007778,123.581,279,3,-0.5805219673229162,2.3673464032465845
FC(F)(F)C(F)(C(F)(F)F)[P-](F)(F)(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-107.64889,-53.38577,2.859644,111.968,280,3,-0.6246350046664239,1.3011786022673897
FCC1(CF)O[P-]2(F)(F)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-145.06692,-0.88344,8.535788,211.043667,281,2,1.1752617903019182,-1.633957493370292
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C#N)OC1(C(F)(F)F)C(F)(F)F,-102.28483,-43.05899,10.02765,127.377,282,1,-0.051532944222227615,1.2824705156512146
FC(F)C1(C(F)F)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F,-112.92224,9.79133,13.805195,182.309333,283,4,1.8528074685247562,-0.388762373586322
N#CC1(C#N)O[P-]2(O(CF))(O(CF))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-87.384,-15.52224,6.945188,268.891,284,4,2.525121476356926,0.9894658093868232
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(O(C))OC1(C(F)(F)F)C(F)(F)F,-119.80386,-40.71516,6.84607,130.818,285,1,-0.30660624148829196,0.47187439973349476
FCC1(CF)O[P-]2(F)(C#N)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-132.91766,-20.10057,12.680952,229.778333,286,2,1.0521917933584266,-0.7734289134053419
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F,-97.92177,-40.42821,11.564464,145.42,287,1,0.30163627209373595,1.3688975454550938
N#CC1(C#N)O[P-]2(C(F)F)(C(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-94.63543,-2.63281,5.431587,263.611333,288,4,2.7012659051829977,0.43141012370047344
N#CC1(C#N)O[P-]2(F)(O(C(F)(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-79.32404,-6.86255,1.975155,244.596,289,4,2.6948103852140526,1.226721079796134
N#CC1(C#N)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C#N)C#N,-99.42559,-8.70093,8.479,200.500667,290,4,1.773126237590001,0.5165933577310935
FCC1(CF)O[P-]2(F)(CF)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-150.09557,0.08526,8.941043,230.061,291,2,1.2967886236248256,-1.920865178869047
FCC1(CF)O[P-]2(C#N)(C#N)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-128.55484,-4.70307,17.095033,249.227667,292,2,1.795710414825433,-0.9483567226938657
FC(F)(F)C1(C(F)(F)F)O[P-](F)(C#N)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F,-96.91946,-37.49304,12.282696,164.925,293,1,0.6098720585782265,1.3006081298388232
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F,-111.583,-21.29198,3.72913,148.336667,294,1,0.6146913215818334,0.3869601861836231
FC(F)C1(C(F)F)O[P-](F)(F)(O(C(F)F))(O(C(F)F))OC1(C(F)F)C(F)F,-128.45831,-44.31979,5.642998,151.957,295,1,-0.3722433157455694,0.1154877753128346
FC(F)C1(C(F)F)O[P-](F)(C(F)F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F,-131.76934,-9.07717,8.043843,162.201,296,2,0.7030151078528989,-0.7655069660678031
N#CC1(C#N)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N,-86.09061,-12.85815,2.906205,178.129,297,4,1.6936089092262154,1.2343524808969608
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F,-114.2699,-40.95493,10.150328,131.047333,298,1,-0.1977139613139799,0.7143039906270657
FC(F)(F)C1(C(F)(F)F)O[P-](C#N)(C#N)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F,-82.07347,-1.79152,3.804624,191.693,299,4,2.2418092545859416,1.1476788612502113
N#CC1(C#N)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N,-94.2287,-37.49614,12.333962,185.163,300,1,0.8738257695446578,1.3623170119202117
FCC1(CF)O[P-]2(F)(N(=O)=O)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-140.67766,-18.03695,10.822672,232.244333,301,2,0.9791135335474215,-1.1556900481528933
FCC1(CF)O[P-]2(CF)(CF)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-144.27307,-5.58391,4.472673,251.132333,302,2,1.4668144629545155,-1.6122652743050094
FC(F)C1(C(F)F)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F,-118.70521,-1.19995,9.528244,219.974,303,4,1.7991625207117043,-0.5167538256544879
FC(F)(F)C1(C(F)(F)F)O[P-](F)(O(C))(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F,-133.77865,-43.18204,3.939377,174.457,304,2,-0.2157923149608047,-0.19670912973098248
FCC1(CF)O[P-]2(F)(O(CF))(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-148.03515,-2.1944,8.445997,232.146,305,2,1.29348030668138,-1.7917629121590022
N#CC1(C#N)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-80.81784,-6.65087,3.690458,265.709,306,4,2.888227180321542,1.1016324390225087
FC(F)(F)C1(C(F)(F)F)O[P-](O(C))(O(C))(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F,-137.62674,-38.89997,2.367237,196.6,307,2,0.059759779530363065,-0.5080176988521151
CC1(C)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C,-116.01431,-20.95583,8.406059,196.674,308,1,1.0323824693042791,0.06003919481988298
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-106.52275,-46.29543,6.591426,125.668,309,1,-0.2514285664127965,1.1699247508505786
N#CC1(C#N)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-90.11513,-0.24178,3.822277,260.408,310,4,2.8313832962510443,0.5863176459159375
FC(F)C1(C(F)F)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F,-122.55256,-16.21268,5.800255,180.159,311,2,0.8674169861767083,-0.27288346181868883
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F,-106.27188,-44.46475,6.684707,128.013,312,1,-0.1681895919662633,1.1375103022836643
FCC1(CF)O[P-]2(O(CF))(O(CF))(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-144.47556,-17.48249,6.956639,252.386667,313,2,1.125314431466172,-1.3842747469190917
FC(F)(F)C1(C(F)(F)F)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F,-104.30795,-33.60218,11.444593,181.720333,314,1,0.7460627996441931,0.859113561842114
N#CC1(C#N)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-77.87004,-4.60794,2.389061,263.114,315,4,2.9820979577371873,1.1942474167020718
N#CC1(C#N)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N,-85.48495,1.44503,3.233674,196.412,316,4,2.31576136203754,0.9229010846027775
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-101.11801,-45.72304,5.468688,141.436,317,1,0.03904993320702366,1.3488101195358804
FC(F)(F)C1(C(F)(F)F)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F,-106.21273,-34.81804,11.745468,216.541,318,1,1.0304550337389529,0.7084419018747947
FC(F)C1(C(F)F)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C(F)F)C(F)F,-126.90834,-9.52592,2.924771,187.992,319,2,1.0556896442849049,-0.6162550591884962
FC(F)C1(C(F)F)O[P-]2(=O)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-142.7265,-6.31801,10.064572,205.892333,320,2,1.010157060750466,-1.409778517138124
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F,-102.61788,-42.79984,5.646133,146.112,321,1,0.14256939537373228,1.212753648960805
FC(F)(F)C1(C(F)(F)F)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-98.25282,-46.77508,4.624497,158.747,322,1,0.24550274982740936,1.4470259098089755
FC(F)C1(C(F)F)O[P-]2(F)(F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-119.01496,-2.50507,8.525687,201.324333,323,4,1.5619545099398506,-0.45383095514388494
FC(F)C1(C(F)F)O[P-]2(F)(C#N)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-111.59437,3.27012,11.063274,220.143,324,4,2.0784523180188135,-0.3013120702039592
